日期,"最新价 
(RMZ Index)","自由流通股市值 
(RMZ Index)","股票指数每日净股利 
(RMZ Index)"
2010-06-21,694.51,264610.28125,0.0224619992077351
2010-06-18,699.18,266389.28125,0.132067993283272
2010-06-17,701.39,266820.1875,0.21376888453960444
2010-06-16,700.46,266339.40625,0.00747699989005923
2010-06-15,707.61,269049.8125,0.0110400002449751
2010-06-14,691.47,262904.9375,0.298700988292694
2010-06-11,683.76,259978.859375,0.0558330006897449
2010-06-10,676.7,257298.875,0.0222929995507002
2010-06-09,647.8,246258.21875,0.625952005386353
2010-06-08,643.54,244637.671875,0.0672999992966652
2010-06-07,631.94,240226.0,0.218089997768402
2010-06-04,635.05,241267.53125,0.3037806674838067
2010-06-03,674.12,256112.6875,0.1963902215162913
2010-06-02,677.1,256849.875,0.0771669968962669
2010-06-01,663.1,251687.5625,0.19244596196545496
2010-05-31,668.7117275317274,256799.375,0.15533439345933772
2010-05-28,676.36,256799.375,0.14164911744035322
2010-05-27,686.17,260535.53125,0.1631431576217153
2010-05-26,649.93,246801.125,0.15337555617380208
2010-05-25,651.83,247480.5625,0.0685319975018501
2010-05-24,646.32,245211.203125,0.1283502370991225
2010-05-21,661.87,251081.15625,0.1167525969249249
2010-05-20,639.2,242483.265625,0.00663700001314282
2010-05-19,672.56,255041.578125,0.08391327801239673
2010-05-18,679.45,257639.15625,0.06910095831682149
2010-05-17,698.74,264916.90625,0.164596006274223
2010-05-14,697.65,264348.6875,0.134241998195648
2010-05-13,721.89,273062.59375,0.108083002269268
2010-05-12,732.87,275978.90625,0.0466880016028881
2010-05-11,720.82,271389.875,0.152724996209145
2010-05-10,719.37,270259.09375,0.644822001457214
2010-05-07,672.41,252488.015625,0.2814116664230824
2010-05-06,684.77,256986.203125,0.3596528880298138
2010-05-05,712.89,267224.75,0.42862885197003675
2010-05-04,724.25,271028.65625,0.727374970912933
2010-05-03,741.98,277441.375,0.0193319991230965
2010-04-30,717.04,268028.15625,0.39177860733535547
2010-04-29,741.71,277222.6875,0.3794951924571283
2010-04-28,709.41,265158.25,0.26353526630519347
2010-04-27,707.66,264510.09375,0.412459999322891
2010-04-26,731.16,273271.09375,0.398021012544632
2010-04-23,725.05,270967.84375,0.3580054260575722
2010-04-22,716.16,267658.4375,0.3894954793083651
2010-04-21,704.8,263421.4375,0.38184063930352313
2010-04-20,692.01,258693.640625,0.37644718155648677
2010-04-19,680.83,254375.0,0.104314997792244
2010-04-16,677.11,252980.140625,0.00723899994045496
2010-04-15,693.53,259102.09375,0.16266705976306192
2010-04-14,712.9,264568.75,0.09140701916525362
2010-04-13,712.65,264284.03125,0.08710435962292351
2010-04-12,695.37,257866.140625,0.0130639998242259
2010-04-09,701.18,260013.25,0.170863002538681
2010-04-08,689.19,255434.1875,0.09034378732861015
2010-04-07,689.2,255446.09375,0.0302179995924234
2010-04-06,705.24,260904.015625,0.106495998799801
2010-04-05,690.45,255397.28125,0.07568592857361152
2010-04-02,676.914845894846,248908.625,0.0390649996697903
2010-04-01,673.53,248908.625,0.0157990008592606
2010-03-31,671.06,247984.15625,0.043516643034220814
2010-03-30,678.59,250780.109375,0.0953859984874725
2010-03-29,679.6,251155.65625,0.335635989904404
2010-03-26,679.87,251249.421875,0.254525989294052
2010-03-25,683.73,252692.84375,0.98301899433136
